general_name,count_products,ingred_FPro,ingred_normalization_term
bone,44,0.515946714,37.78333333
lactase enzyme,44,0.395507634,13.16115829
sorbic acid freshness,43,0.973799466,3.352314643
potassium iodate,43,0.955436984,2.970683755
chicory fiber syrup,43,0.944126572,8.145634921
soybean lecithin,43,0.905910099,3.478315965
apple powder,43,0.881865294,5.094960595
potassium bicarbonate,43,0.853696926,3.553621705
pea fiber,43,0.805158086,6.739329762
manganese sulfate,43,0.780013903,1.830374644
rebaudioside a,43,0.7762763,4.593970251
cacao,43,0.716745341,18.72265512
blueberry puree,43,0.656813336,10.61631702
brown sugar syrup,42,0.942792112,7.303210678
rice bran oil,42,0.851940238,11.80664375
thiamin,42,0.85002544,6.152588492
tara gum,42,0.79996797,3.395895608
flax,42,0.781951192,9.167528713
sodium molybdate,42,0.776158346,1.28199812
pea protein isolate,42,0.761291605,8.149603175
tomato in juice,42,0.742651955,16.20126263
white wine vinegar,42,0.728898384,9.408766234
flaxseed oil,42,0.690211192,4.935700411
alfalfa,42,0.646529771,2.983592026
chicken breast meat with rib meat,42,0.609600837,20.53333333
papaya,42,0.58711086,5.969457177
pumpkin,42,0.564867326,14.90657459
yellow bell pepper,42,0.425721965,14.01858974
diester fat,41,0.9442837,3.376411858
sprinkle,41,0.917826289,8.97797619
triticale,41,0.917418109,3.864672753
sorghum,41,0.879229759,7.760723835
milk mozzarella cheese,41,0.871565553,13.54206349
cider vinegar,41,0.84724446,12.94098124
rice bran,41,0.838878388,5.536874906
vegetable blend,41,0.836937978,14.09590548
plum,41,0.789229386,3.298270847
bittersweet chocolate,41,0.696464253,28.14246032
habanero pepper,41,0.664098956,8.226799078
grape,41,0.631477482,14.66428571
romaine lettuce,41,0.586181309,27.62456212
palm oil shortening,40,0.935043266,9.957919755
chocolate chunk,40,0.915195298,11.4222583
diglyceride fatty acid,40,0.858621623,4.24103173
spelt flour,40,0.855908252,8.516217367
macaroni,40,0.841835322,33.86868687
propylene glycol,40,0.83497033,2.931664693
thiamine,40,0.822419904,6.607873377
chicken powder,40,0.771383725,3.817238373
polydextrose,40,0.754766701,7.188827839
onion extract,40,0.742630105,3.257411977
feta cheese,40,0.739703568,16.01038961
cacao butter,40,0.685767962,12.39134199
brew coffee,40,0.664031394,32.83333333
turmeric powder,40,0.626274904,5.130852826
rose hip,40,0.622471344,4.386118457
caraway seed,40,0.611887247,6.981444461
red quinoa,40,0.560884545,9.029908211
calcium peroxide,39,0.942694641,2.479362155
agave nectar,39,0.823303849,13.97732767
grape juice,39,0.817688595,6.584231455
apocarotenal,39,0.80493417,2.024161368
himalayan salt,39,0.801815623,8.177716728
fennel seed,39,0.751744228,3.986042917
starter culture,39,0.729462921,5.550266808
sake,39,0.709813639,4.560527381
basil leaf,39,0.675056746,7.195999833
yellow onion,39,0.433423089,17.66475885
invert syrup,38,0.937646736,6.213535484
citric acid flavor,38,0.910151817,1.697428001
turmeric color,38,0.907487904,2.080235999
romano cheese blend,38,0.876577893,3.891974692
topping,38,0.873524487,12.33059163
cheddar cheese powder,38,0.86819974,5.428596737
cheese blend,38,0.847071213,8.797186147
cassava starch,38,0.834557865,11.52678571
celery extract,38,0.834278914,3.81065528
glucose,38,0.819679756,5.310676867
spelt,38,0.800649494,3.911730753
coconut amino,38,0.740487294,9.904902408
cacao nib,38,0.649295913,11.98446276
white grape juice concentrate,38,0.611398025,9.961111111
bean,38,0.460076693,21.22735598
malt flavor,37,0.911916005,8.011591814
nut,37,0.859349367,29.8151066
a amount sugar per,37,0.807200645,4.903590371
celery juice powder,37,0.750670848,5.114129743
fig,37,0.748124868,17.50634921
disodium dihydrogen pyrophosphate,37,0.72619693,4.560024828
blueberry juice concentrate,37,0.722262151,4.505938506
serrano pepper,37,0.715437347,9.457393484
dulse,37,0.689500738,1.905659649
nisin,37,0.685529878,3.805178052
food powder,37,0.68485527,4.344660895
carrot juice,37,0.606009853,17.14005439
cocoa bean,37,0.60457645,29.35952381
ground ginger,37,0.590522829,3.828589956
hass avocado,37,0.556557349,33.4754902
ground beef,37,0.439419982,18.37063492
pretzel,36,0.93142438,16.2254329
c,36,0.906860498,9.157081807
dough conditioner blend,36,0.903199091,2.843829124
sour cream powder,36,0.882572256,4.304011865
dough,36,0.82980192,19.97045455
lentil flour,36,0.784774401,18.03629785
green mustard,36,0.76931153,5.088524384
tomato sauce,36,0.767285347,13.11493317
ground vanilla bean,36,0.703115742,5.159971972
flour blend,35,0.953025726,32.03333333
carrot powder,35,0.84298661,3.904076224
amaranth flour,35,0.835757413,4.321742492
beet juice concentrate,35,0.823149589,5.823719336
provolone cheese,35,0.773857829,10.48153245
beef flavor,35,0.767822349,4.231896927
garlic extract,35,0.737297715,2.670412759
chickpea protein,35,0.725593039,6.225
chicken bone broth,35,0.684203913,27.28333333
brown flaxseed,35,0.682297699,8.569516595
leavening blend,34,0.953245012,2.933694797
microcrystalline cellulose,34,0.857052856,1.772648927
cassava,34,0.837234629,22.86666667
rice dextrin,34,0.8180761,5.264979465
y,34,0.799678285,8.989974323
enzyme cheese,34,0.799554335,2.64756267
safflower,34,0.796222805,5.385581086
half,34,0.784944852,9.03015873
honey ginger,34,0.773854174,5.76773088
vitamin d,34,0.727480956,3.865528247
durum flour,34,0.715278371,13.01111111
lactic acid starter culture culture culture culture,34,0.708798327,3.481113905
pumpkin seed oil,34,0.690243029,2.55676211
semolina flour,34,0.655002464,14.10952381
rye flake,33,0.955568429,6.293695793
cane sugar syrup,33,0.932570638,7.735090815
syrup,33,0.892534078,9.897691198
yogurt powder,33,0.889990146,4.001298087
vegetable extract,33,0.853085649,3.422280497
carob bean,33,0.825297743,3.279702809
carrot fiber,33,0.799178184,2.979637249
potato maltodextrin,33,0.790719055,2.253338144
gum,33,0.781155081,2.768065159
raspberry puree,33,0.667125309,7.62973693
red rice,33,0.65094096,7.390234765
red cabbage,33,0.592843582,9.988167388
palm kernel solid,32,0.95992673,3.324975025
icing sugar,32,0.949902379,17.93452381
palm fruit,32,0.929051159,4.877380952
barley flake,32,0.887728924,3.322383989
seed blend,32,0.864657309,16.87857143
soy crisp,32,0.844973473,10.49007937
honey powder,32,0.804544474,5.822595705
adipic acid,32,0.790129501,7.372853535
mustard powder,32,0.785265332,3.208743871
casein,32,0.780040248,4.261739138
soy sauce powder,32,0.76712533,2.950949901
vegetable stock,32,0.726754638,15.10088702
zinc gluconate,32,0.716732539,2.365227317
chicken bone,32,0.715708597,9.9504329
white chicken meat,32,0.690547212,14.92777778
mushroom extract,32,0.677342084,4.477744893
sodium polyphosphate,32,0.65927042,3.848987075
white sesame seed,32,0.653031358,8.130035538
green,32,0.61810097,5.58668872
ground cinnamon,31,0.857682258,3.461385265
parsley flake,31,0.837083945,3.387077628
flaxseed meal,31,0.794616088,4.259556116
mayonnaise,31,0.769592992,14.5968254
psyllium husk,31,0.762304109,4.342131888
white corn,31,0.746062405,20.22619048
red jalapeno pepper,31,0.722145763,6.30968933
fiber,31,0.67733941,7.20291514
vegetable fiber,31,0.672055651,4.85341962
puffed brown rice,31,0.663742804,6.454004329
stevia,31,0.625286808,4.008334983
apricot,31,0.583136739,17.33452381
green leaf lettuce,31,0.465795518,13.94383754
with smoke flavor,30,0.920033605,1.331333441
in mozzarella cheese,30,0.905855817,2.628424353
ferric phosphate,30,0.904222529,4.237973443
mineral oil,30,0.886013133,2.655115206
konjac gum,30,0.864396526,2.037797802
fruit puree,30,0.85513219,15.56313131
vegetable glycerine,30,0.846186025,3.788524384
yellow corn,30,0.842160683,19.90235598
jalapeno powder,30,0.838537434,3.507561883
strawberry flavor,30,0.828296503,4.976534094
radish,30,0.814922342,4.1395542
sodium selenite,30,0.757425752,0.920135907
pyridoxine,30,0.711645695,2.029077603
american cheese,30,0.690450312,13.84563492
jasmine rice,30,0.682782697,23.5
carrot puree,30,0.66546377,7.579401154
propionic acid,30,0.549897746,5.03917559
brussel sprout,30,0.486808586,18.45262843
tert-butylhydroquinone,29,0.944899153,5.73477356
calcium stearoyl lactylate,29,0.929636891,2.54682858
dairy product solid,29,0.889254691,16.97979798
sodium hydroxide,29,0.85409485,2.65952098
safflower seed oil,29,0.849897497,8.404271094
sucrose,29,0.828899144,4.507689533
phytomenadione,29,0.804184921,0.908423451
rice noodle,29,0.792958747,22.39285714
cherry juice concentrate,29,0.779486296,4.54626542
coffee extract,29,0.772332168,4.369999282
cheddar club cheese,29,0.75209107,5.476190476
soy milk,29,0.748741281,17.69642857
lemon flavor,29,0.734607199,4.476984127
pineapple powder,29,0.733233896,3.03459041
copper gluconate,29,0.717799692,1.453244371
vanilla powder,29,0.713528691,4.016792929
mineral blend,29,0.706531291,3.941726226
collagen,29,0.620017825,10.44487734
caffeine,29,0.56470742,5.006891616
mint,29,0.557585487,5.035326479
kidney bean,29,0.479590324,13.28611111
raisin paste,28,0.949353555,3.737301587
antioxidant,28,0.935271571,2.193799155
carbohydrate gum,28,0.925699074,1.328809667
propylene glycol monostearate,28,0.921811356,2.29827698
asiago,28,0.913092436,3.443225239
cheese powder,28,0.866923768,5.498759574
vegetable gum,28,0.834720993,2.712766808
seed mix,28,0.831895528,7.726190476
beta-carotene for color,28,0.818522176,1.900522528
extractive turmeric,28,0.786680865,1.72638207
lemon juice solid,28,0.777275414,2.829505625
pecorino romano cheese,28,0.772021075,6.992460317
lemon juice powder,28,0.74682707,3.523057032
pork fat,28,0.724738396,5.217162413
water chestnut,28,0.643673694,6.80822321
pine nut,28,0.625529946,7.071536797
steel cut oat,28,0.597973612,8.520670996
tuna,28,0.520965792,17.74702381
brazil nut,28,0.408720367,9.242002442
grape tomato,28,0.194909175,20.51666667
cranberry juice concentrate,27,0.912866383,7.365079365
pea starch,27,0.841685318,5.979625447
wheat flake,27,0.833976284,3.944965634
zinc sulfate,27,0.821494082,1.423829396
lactose whey,27,0.8084188,4.841720779
alpha-tocopherol,27,0.802856657,2.552759785
mineral,27,0.801491327,3.536628649
blackcurrant,27,0.770074789,3.923408946
acacia,27,0.749836614,3.96451319
ancient grain flour,27,0.735626445,2.54292358
cayenne red pepper,27,0.73528095,4.557334332
mushroom powder,27,0.73383423,3.142881547
red bean,27,0.647765615,12.79
light tuna,27,0.564737376,26.5
oat blend,26,0.986418803,26
marshmallow,26,0.92496108,8.46031746
vitamin e for freshness,26,0.922021339,2.093115115
imitation mozzarella cheese,26,0.849869483,5.683730159
sugar cane fiber,26,0.840877997,3.216983893
dark chocolate chip,26,0.827243942,8.291666667
fruit juice concentrate,26,0.807250235,4.416465404
succinic acid,26,0.782088419,1.03121011
ground mustard seed,26,0.764988614,2.779020876
plum tomato,26,0.736862544,14.12424242
tamari sauce,26,0.732349336,5.641443279
garbanzo bean flour,26,0.717362443,5.440873016
ferrous gluconate,26,0.715801464,4.010801698
swiss cheese,26,0.712448618,7.073628155
pea protein crisp,26,0.709405963,7.785714286
red pepper flake,26,0.706988119,2.282010363
fire tomato,26,0.702592833,17.91035354
chard,26,0.692230471,3.607936508
sardine,26,0.413421614,20.46869797
protein grain blend,25,0.956606667,25
brown sesame seed,25,0.909716718,3.319083694
pizza topping,25,0.901785739,5.366666667
propylene glycol alginate,25,0.881172154,2.201095497
psyllium,25,0.850878739,2.05144649
process cheddar cheese,25,0.817323824,7.816666667
disodium pyrophosphate,25,0.8030785,2.336633056
rice koji,25,0.775411415,3.031450902
potato protein,25,0.775079916,2.958189033
rice bran extract,25,0.709424354,2.353715339
artichoke,25,0.691326021,12.51590909
sulfur dioxide,25,0.635487199,4.169934931
carbon dioxide,25,0.567087104,2.670591337
green lentil,25,0.464280483,11.39663573
ammonium phosphate,24,0.973421814,2.318961594
mineral dicalcium phosphate,24,0.957273034,1.169251917
vegetable fat,24,0.937477594,5.417857143
dairy butter,24,0.924532027,4.617460317
sorbitan tristearate,24,0.922257259,2.322894642
ammonium chloride,24,0.912476475,1.895002608
concentrated grape must,24,0.878304065,7.733730159
refinery syrup,24,0.873702031,2.340314758
whey solid,24,0.864113854,3.157704823
agar-agar,24,0.856810976,1.673024608
whey protein,24,0.819908881,3.429957053
chili paste,24,0.809000236,2.078143375
pomegranate juice concentrate,24,0.791264054,5.840079365
coconut flavor,24,0.781212615,3.1858247
soy protein product,24,0.775251336,3.672619048
gravy,24,0.771042833,12.60833333
onion puree,24,0.769127936,3.381514727
lemon extract,24,0.75108323,2.092908737
almond extract,24,0.744993802,2.778098865
chardonnay wine,24,0.743717812,2.664763891
vegetable color,24,0.718636599,1.965828899
glucono delta lactone,24,0.714411507,3.101863808
vitamin a acetate,24,0.710486586,2.178940341
canola mayonnaise,24,0.679639874,8.233766234
coconut flake,24,0.666484682,8.226623377
pork skin,24,0.635068822,24
green cabbage,24,0.59557774,15.23565324
grain yellow corn flour,23,0.929106034,12.88888889
rice syrup solid,23,0.911670412,4.514969241
crust wheat flour,23,0.904691735,14.66907994
extract oregano,23,0.87099121,1.866000666
mineral whey,23,0.870717026,3.736793762
dairy whey,23,0.866791647,3.028813262
sourdough starter,23,0.859145388,7.63525641
lemon zest,23,0.852890875,2.386000111
barley malt powder,23,0.846720969,2.841702742
maple flavor,23,0.836862987,3.265079365
strawberry puree concentrate,23,0.836173894,3.699801587
black olive,23,0.817827618,4.250937026
bulgur wheat,23,0.809865069,6.741098662
beef base,23,0.787189761,2.289802273
cayenne pepper sauce,23,0.786118676,5.07979798
rice pasta,23,0.785877407,22.5
almond meal,23,0.781901049,4.265628816
coconut extract,23,0.781451244,4.810786436
kalamata olive,23,0.778233937,11.70238095
sodium nitrate,23,0.761002415,2.274684526
batter,23,0.759370947,5.551414769
locust bean,23,0.731494526,2.484584951
basmati rice,23,0.722051968,15.86507937
sodium,23,0.711301065,2.588960425
caper,23,0.665796575,7.188081122
acid,23,0.66512184,3.509047984
poblano pepper,23,0.592354518,4.306395155
asparagus,23,0.472476426,13.6015873
atlantic salmon,23,0.445347984,22.5
calcium iodate,22,0.948438905,1.378700426
vitamin b,22,0.946749954,1.389866566
ghee,22,0.907230298,2.169751082
peanut butter chip,22,0.860815515,5.035714286
white vinegar powder,22,0.856209526,2.460914494
tocopherol,22,0.851818196,2.14603885
arrowroot flour,22,0.846091012,6.113492063
blend vegetable oil,22,0.843176632,6.292857143
potassium,22,0.838573499,2.22267316
rennet casein,22,0.835694195,2.536904762
onion flavor,22,0.802613754,1.926509844
pear juice from concentrate,22,0.78836054,8.75
starter,22,0.779049745,4.933730159
vegetable base,22,0.772048432,3.78484571
orange oil,22,0.767631075,2.173450224
chicken white meat,22,0.759562117,9.266666667
corn tortilla,22,0.758565358,9.63452381
arrowroot powder,22,0.747045449,2.638819922
elderberry juice concentrate,22,0.740155555,2.546637807
grain millet,22,0.727640113,7.451923077
molasse powder,22,0.724530043,2.576969273
for color,22,0.718959075,2.497048213
cheddar cheese milk,22,0.71089687,3.54212038
orange extract,22,0.701987676,2.059311059
ground cumin,22,0.6991706,2.087229437
artichoke heart,22,0.677873912,16.81666667
ascorbic acid color,22,0.603127848,4.380952381
ginger root,22,0.574075067,5.773359973
watercress,22,0.424393643,4.263888889
black peppercorn,22,0.413151442,4.199015282
d,22,0.323647756,7.298448773
zinc,21,0.944739374,1.468550921
disodium succinate,21,0.904842362,1.317030699
cellulose fiber,21,0.892502631,4.31547619
peanut extract,21,0.862249185,1.593304692
cheddar flavor,21,0.84448371,4.020311998
lime juice powder,21,0.84128021,2.938965201
fd no 40,21,0.828577458,1.970163078
ginger powder,21,0.814994857,2.093105914
chocolate flavor,21,0.811515697,2.916370558
ground tomato,21,0.808155827,7.677380952
black carrot juice,21,0.77824056,3.204004329
sherry wine,21,0.774316495,2.953766234
pepper extract,21,0.76650159,1.932686233
chicken breast meat,21,0.751073278,15.5
starbuck coffee,21,0.733670377,21
raspberry juice concentrate,21,0.722770586,3.416847042
vegetable juice color,21,0.708558873,1.871824274
vinegar solid,21,0.694318133,1.84681751
koji,21,0.680871586,1.660323102
mct oil,21,0.643995401,4.063564214
teriyaki sauce,21,0.639896584,5.580194805
black tea,21,0.638071634,10.06666667
eggplant,21,0.633044043,12.76349206
